row_id,legacy_row_id,fold,from,starting label,QID,label,depth,target,prediction,correct,reached,decision_source,model_depth
row77,Q3105497|Q1999954,1,Q3105497,gigabit,Q1999954,standard page,2,0,0,1,True,model,2
row78,Q406655|Q312466,2,Q406655,AirDrop,Q312466,utility software,1,1,1,1,True,model,1
row79,Q406655|Q15544676,2,Q406655,AirDrop,Q15544676,personal computer automation software,2,0,0,1,True,model,2
row80,Q406655|Q5134353,2,Q406655,AirDrop,Q5134353,clipboard manager,2,0,0,1,True,model,2
row81,Q406655|Q1208150,2,Q406655,AirDrop,Q1208150,Diagnostic program,2,0,0,1,True,model,2
row82,Q406655|Q4839801,2,Q406655,AirDrop,Q4839801,backup software,2,0,0,1,True,model,2
row83,Q21204|Q579287,3,Q21204,International Phonetic Alphabet,Q579287,phonetic alphabet,1,1,1,1,True,model,1
row84,Q79686|Q577764,0,Q79686,Universal Mobile Telecommunications System,Q577764,communications system,1,1,1,1,True,model,1
row85,Q79686|Q50804774,0,Q79686,Universal Mobile Telecommunications System,Q50804774,Europol Platform for Experts,2,0,1,0,True,model,2
row87,Q79686|Q5264354,0,Q79686,Universal Mobile Telecommunications System,Q5264354,design language,2,0,1,0,True,model,2
row88,Q79686|Q13425103,0,Q79686,Universal Mobile Telecommunications System,Q13425103,communication network,2,1,1,1,True,model,2
row89,Q79686|Q15907309,0,Q79686,Universal Mobile Telecommunications System,Q15907309,Law Enforcement Online,2,0,1,0,True,model,2
row90,Q79686|Q15360302,0,Q79686,Universal Mobile Telecommunications System,Q15360302,mobile network,3,1,1,1,True,model,3
row91,Q79686|Q535695,0,Q79686,Universal Mobile Telecommunications System,Q535695,cellular network,4,1,1,1,True,model,4
row92,Q1394796|Q151885,4,Q1394796,false acceptance rate,Q151885,concept,1,1,1,1,True,model,1
row93,Q1394796|Q24457356,4,Q1394796,false acceptance rate,Q24457356,historiographical concept,2,0,0,1,True,model,2
row94,Q1394796|Q21651927,4,Q1394796,false acceptance rate,Q21651927,sacred,2,0,0,1,True,model,2
row95,Q1394796|Q33104279,4,Q1394796,false acceptance rate,Q33104279,philosophical concept,2,0,0,1,True,model,2
row98,Q1394796|Q24339576,4,Q1394796,false acceptance rate,Q24339576,Norse concept,2,0,0,1,True,model,2
row100,Q1394796|Q131841,4,Q1394796,false acceptance rate,Q131841,idea,2,0,0,1,True,model,2
row101,Q1394796|Q200230,4,Q1394796,false acceptance rate,Q200230,classical element,2,0,0,1,True,model,2
row102,Q1394796|Q2890061,4,Q1394796,false acceptance rate,Q2890061,special case,2,0,0,1,True,model,2
row103,Q80535|Q20819677,3,Q80535,MIDI,Q20819677,technical specification,1,1,1,1,True,model,1
row104,Q80535|Q132364,3,Q80535,MIDI,Q132364,communication protocol,1,1,1,1,True,model,1
row105,Q80535|Q28858025,3,Q80535,MIDI,Q28858025,Word (.doc) Binary File Format,2,0,0,1,True,model,2
row106,Q80535|Q58182284,3,Q80535,MIDI,Q58182284,USB specification,2,0,0,1,True,model,2
row107,Q80535|Q28858054,3,Q80535,MIDI,Q28858054,Excel Binary File Format (.xls) Structure,2,0,0,1,True,model,2
row108,Q80535|Q974922,3,Q80535,MIDI,Q974922,Web Map Service,2,0,0,1,True,model,2
row109,Q80535|Q6045205,3,Q80535,MIDI,Q6045205,Interaction protocol,2,1,0,0,True,model,2
row110,Q80535|Q4825885,3,Q80535,MIDI,Q4825885,authentication protocol,2,0,0,1,True,model,2
row111,Q80535|Q5004612,3,Q80535,MIDI,Q5004612,byte-oriented protocol,2,1,0,0,True,model,2
row112,Q80535|Q7598414,3,Q80535,MIDI,Q7598414,Standards And Recommended Practices,2,1,0,0,True,model,2
row113,Q80535|Q29053484,3,Q80535,MIDI,Q29053484,PowerPoint (.ppt) Binary File Format,2,0,0,1,True,model,2
row115,Q80535|Q165194,3,Q80535,MIDI,Q165194,application programming interface,2,0,0,1,True,model,2
row116,Q80535|Q133862,3,Q80535,MIDI,Q133862,BitTorrent,2,0,0,1,True,model,2
row117,Q80535|Q60738905,3,Q80535,MIDI,Q60738905,Legacy Plug and Play,2,0,0,1,True,model,2
row118,Q80535|Q235557,3,Q80535,MIDI,Q235557,file format,2,1,0,0,True,model,2
row119,Q14149|Q15836568,1,Q14149,Internet Group Management Protocol,Q15836568,computer network protocol,1,1,1,1,True,model,1
row120,Q14149|Q8795,1,Q14149,Internet Group Management Protocol,Q8795,Internet Protocol,2,1,0,0,True,model,2
row121,Q14149|Q8777,1,Q14149,Internet Group Management Protocol,Q8777,Hypertext Transfer Protocol,2,0,0,1,True,model,2
row122,Q14149|Q5013874,1,Q14149,Internet Group Management Protocol,Q5013874,CRFS (Coherent Remote File System),2,0,0,1,True,model,2
row124,Q14149|Q3359815,1,Q14149,Internet Group Management Protocol,Q3359815,PPPoX,2,0,0,1,True,model,2
row125,Q14149|Q1128629,1,Q14149,Internet Group Management Protocol,Q1128629,content negotiation,2,0,0,1,True,model,2
row126,Q14149|Q81414,1,Q14149,Internet Group Management Protocol,Q81414,Internet protocol suite,2,1,1,1,True,model,2
row127,Q14149|Q1422324,1,Q14149,Internet Group Management Protocol,Q1422324,Telecommunications Management Network,2,1,0,0,True,model,2
row128,Q14149|Q2622793,1,Q14149,Internet Group Management Protocol,Q2622793,JetDirect,2,0,0,1,True,model,2
row130,Q14149|Q1648707,1,Q14149,Internet Group Management Protocol,Q1648707,routing protocol,2,1,0,0,True,model,2
row131,Q221682|Q1799072,2,Q221682,semaphore,Q1799072,method,1,1,1,1,True,model,1
row132,Q221682|Q603944,2,Q221682,semaphore,Q603944,data transformation,2,0,0,1,True,model,2
row133,Q221682|Q2497892,2,Q221682,semaphore,Q2497892,colorimetry,2,0,0,1,True,model,2
row134,Q221682|Q830382,2,Q221682,semaphore,Q830382,best practice,2,0,0,1,True,model,2
row135,Q221682|Q3406136,2,Q221682,semaphore,Q3406136,ProMES,2,0,0,1,True,model,2
row136,Q221682|Q23656961,2,Q221682,semaphore,Q23656961,storage,2,0,0,1,True,model,2
row137,Q221682|Q339091,2,Q221682,semaphore,Q339091,Peshat,2,0,0,1,True,model,2
row138,Q221682|Q49906,2,Q221682,semaphore,Q49906,sample,2,0,0,1,True,model,2
row139,Q221682|Q216177,2,Q221682,semaphore,Q216177,social bookmarking,2,0,0,1,True,model,2
row140,Q221682|Q4371075,2,Q221682,semaphore,Q4371075,Graphene production techniques,2,0,0,1,True,model,2
row141,Q221682|Q393303,2,Q221682,semaphore,Q393303,Aggregate Method,2,0,0,1,True,model,2
row142,Q221682|Q7234837,2,Q221682,semaphore,Q7234837,potentially all pairwise rankings of all possible alternatives,2,0,0,1,True,model,2
row143,Q221682|Q46857,2,Q221682,semaphore,Q46857,scientific method,2,0,0,1,True,model,2
row144,Q221682|Q105769,2,Q221682,semaphore,Q105769,systematics,2,0,0,1,True,model,2
row145,Q221682|Q3151680,2,Q221682,semaphore,Q3151680,instanciation,2,0,0,1,True,model,2
row146,Q221682|Q1847896,2,Q221682,semaphore,Q1847896,phasing method,2,0,0,1,True,model,2
row147,Q221682|Q2331011,2,Q221682,semaphore,Q2331011,propaganda technique,2,0,0,1,True,model,2
row148,Q221682|Q4291913,2,Q221682,semaphore,Q4291913,technics,2,0,0,1,True,model,2
row149,Q221682|Q1420867,2,Q221682,semaphore,Q1420867,Eddy-current testing,2,0,0,1,True,model,2
row150,Q221682|Q3494253,2,Q221682,semaphore,Q3494253,scrum sprint,2,0,0,1,True,model,2
row151,Q221682|Q1929999,2,Q221682,semaphore,Q1929999,hydrogen production process,2,0,0,1,True,model,2
row152,Q221682|Q827149,2,Q221682,semaphore,Q827149,sociometry,2,0,0,1,True,model,2
row153,Q221682|Q15169167,2,Q221682,semaphore,Q15169167,execution method,2,0,0,1,True,model,2
row154,Q221682|Q18199114,2,Q221682,semaphore,Q18199114,algebraic construction,2,0,0,1,True,model,2
row155,Q221682|Q17008186,2,Q221682,semaphore,Q17008186,Cognitive strategy,2,0,0,1,True,model,2
row156,Q221682|Q12718609,2,Q221682,semaphore,Q12718609,statistical analysis,2,0,0,1,True,model,2
row157,Q221682|Q781492,2,Q221682,semaphore,Q781492,optogenetics,2,0,0,1,True,model,2
row158,Q221682|Q5581556,2,Q221682,semaphore,Q5581556,task farming,2,0,0,1,True,model,2
row159,Q221682|Q26883106,2,Q221682,semaphore,Q26883106,finely chopped,2,0,0,1,True,model,2
row161,Q221682|Q48746328,2,Q221682,semaphore,Q48746328,Kabyle smile,2,0,0,1,True,model,2
row162,Q221682|Q5347270,2,Q221682,semaphore,Q5347270,effective method,2,0,0,1,True,model,2
row163,Q221682|Q26879200,2,Q221682,semaphore,Q26879200,biochemistry method,2,0,0,1,True,model,2
row164,Q221682|Q29477614,2,Q221682,semaphore,Q29477614,method of dissipating heat,2,0,0,1,True,model,2
row165,Q221682|Q5341294,2,Q221682,semaphore,Q5341294,educational measurement,2,0,0,1,True,model,2
row166,Q221682|Q1368455,2,Q221682,semaphore,Q1368455,opt-out,2,0,0,1,True,model,2
row167,Q221682|Q81009,2,Q221682,semaphore,Q81009,rhetoric,2,0,0,1,True,model,2
row169,Q221682|Q1438073,2,Q221682,semaphore,Q1438073,research method,2,0,0,1,True,model,2
row170,Q221682|Q339466,2,Q221682,semaphore,Q339466,Accounting method,2,0,0,1,True,model,2
row171,Q221682|Q4116218,2,Q221682,semaphore,Q4116218,conversion of scripts,2,0,0,1,True,model,2
row172,Q221682|Q7186193,2,Q221682,semaphore,Q7186193,philosophical method,2,0,0,1,True,model,2
row173,Q221682|Q6786863,2,Q221682,semaphore,Q6786863,mathematical methods in electronics,2,0,0,1,True,model,2
row174,Q221682|Q115646,2,Q221682,semaphore,Q115646,Newton polygon,2,0,0,1,True,model,2
row175,Q221682|Q24262840,2,Q221682,semaphore,Q24262840,numerical method,2,0,0,1,True,model,2
row176,Q336284|Q1144899,4,Q336284,MPEG-1,Q1144899,broadcast television system,1,1,1,1,True,model,1
row177,Q336284|Q235557,4,Q336284,MPEG-1,Q235557,file format,1,1,1,1,True,model,1
row178,Q336284|Q287067,4,Q336284,MPEG-1,Q287067,ABC notation,2,0,0,1,True,model,2
row179,Q336284|Q2043680,4,Q336284,MPEG-1,Q2043680,PAL-60,2,1,0,0,True,model,2
row180,Q336284|Q28846076,4,Q336284,MPEG-1,Q28846076,Classification Results File Format,2,0,0,1,True,model,2
row181,Q336284|Q1224822,4,Q336284,MPEG-1,Q1224822,Digital Terrain Elevation Data,2,0,0,1,True,model,2
row182,Q336284|Q5227180,4,Q336284,MPEG-1,Q5227180,Data Interchange Format,2,0,0,1,True,model,2
row183,Q336284|Q467454,4,Q336284,MPEG-1,Q467454,Rich Text Format,2,0,0,1,True,model,2
row184,Q336284|Q223535,4,Q336284,MPEG-1,Q223535,Matroska,2,1,0,0,True,model,2
row185,Q336284|Q2043676,4,Q336284,MPEG-1,Q2043676,PAL-50,2,1,0,0,True,model,2
row187,Q115637|Q853614,1,Q115637,Mobile Station Roaming Number,Q853614,identifier,1,1,1,1,True,model,1
row189,Q115637|Q54975531,1,Q115637,Mobile Station Roaming Number,Q54975531,incorrect identifier value,2,0,0,1,True,model,2
row191,Q115637|Q4392007,1,Q115637,Mobile Station Roaming Number,Q4392007,registration number,2,0,0,1,True,model,2
row192,Q115637|Q369494,1,Q115637,Mobile Station Roaming Number,Q369494,Joint Electronics Type Designation System,2,0,0,1,True,model,2
row193,Q115637|Q1649137,1,Q115637,Mobile Station Roaming Number,Q1649137,Society Reference Catalogue,2,0,0,1,True,model,2
row195,Q115637|Q1268470,1,Q115637,Mobile Station Roaming Number,Q1268470,product key,2,0,0,1,True,model,2
row196,Q115637|Q1541645,1,Q115637,Mobile Station Roaming Number,Q1541645,process identifier,2,0,0,1,True,model,2
row199,Q850661|Q3839507,4,Q850661,XQuery,Q3839507,functional programming language,1,1,1,1,True,model,1
row200,Q850661|Q845739,4,Q850661,XQuery,Q845739,query language,1,1,1,1,True,model,1
row201,Q850661|Q47607,4,Q850661,XQuery,Q47607,Structured Query Language,2,1,1,1,True,model,2
row202,Q850661|Q60551191,4,Q850661,XQuery,Q60551191,graph query language,2,1,1,1,True,model,2
row203,Q850661|Q7263491,4,Q850661,XQuery,Q7263491,information retrieval query language,2,1,1,1,True,model,2
row204,Q850661|Q17092833,4,Q850661,XQuery,Q17092833,Jaql,2,1,1,1,True,model,2
row205,Q850661|Q3459982,4,Q850661,XQuery,Q3459982,SQL:2011,3,1,1,1,True,model,3
row206,Q850661|Q28941000,4,Q850661,XQuery,Q28941000,SQL:2016,3,1,1,1,True,model,3
row207,Q850661|Q4048871,4,Q850661,XQuery,Q4048871,SQL-92,3,1,1,1,True,model,3
row208,Q850661|Q7392729,4,Q850661,XQuery,Q7392729,SQL:2006,3,1,1,1,True,model,3
row209,Q850661|Q5854085,4,Q850661,XQuery,Q5854085,FSQL,3,1,1,1,True,model,3
row210,Q850661|Q2063791,4,Q850661,XQuery,Q2063791,SQL:2008,3,1,1,1,True,model,3
row211,Q850661|Q4048881,4,Q850661,XQuery,Q4048881,SQL:2003,3,1,1,1,True,model,3
row212,Q850661|Q2025506,4,Q850661,XQuery,Q2025506,OpenSQL,3,1,1,1,True,model,3
row213,Q850661|Q6138701,4,Q850661,XQuery,Q6138701,RDF query language,3,1,1,1,True,model,3
row214,Q850661|Q4048878,4,Q850661,XQuery,Q4048878,SQL:1999,3,1,1,1,True,model,3
row215,Q850661|Q28163355,4,Q850661,XQuery,Q28163355,SQL-86,3,1,1,1,True,model,3
row216,Q850661|Q28163046,4,Q850661,XQuery,Q28163046,SQL-89,3,1,1,1,True,model,3
row217,Q104534|Q317623,1,Q104534,digital subscriber line,Q317623,technical standard,1,1,1,1,True,model,1
row218,Q104534|Q11016,1,Q104534,digital subscriber line,Q11016,technology,1,1,1,1,True,model,1
row219,Q104534|Q1780543,1,Q104534,digital subscriber line,Q1780543,communication technology,2,1,0,0,True,model,2
row220,Q104534|Q2309650,1,Q104534,digital subscriber line,Q2309650,MPEG-3,2,0,0,1,True,model,2
row223,Q104534|Q375479,1,Q104534,digital subscriber line,Q375479,standard illuminant,2,0,0,1,True,model,2
row224,Q104534|Q11362401,1,Q104534,digital subscriber line,Q11362401,International standard,2,1,0,0,True,model,2
row225,Q104534|Q6887246,1,Q104534,digital subscriber line,Q6887246,mobile technology,2,1,0,0,True,model,2
row226,Q104534|Q5268834,1,Q104534,digital subscriber line,Q5268834,information and communications technology,2,1,0,0,True,model,2
row227,Q104534|Q51885764,1,Q104534,digital subscriber line,Q51885764,European standard,2,1,0,0,True,model,2
row229,Q44395|Q4173969,4,Q44395,pascal,Q4173969,unit of pressure,1,1,1,1,True,model,1
row232,Q44395|Q208469,4,Q44395,pascal,Q208469,SI derived unit,1,1,1,1,True,model,1
row233,Q44395|Q23808078,4,Q44395,pascal,Q23808078,Field  power  and root-power quantities,2,0,0,1,True,model,2
row237,Q9353697|Q577764,2,Q9353697,TFTS,Q577764,communications system,1,1,1,1,True,model,1
row238,Q9353697|Q50804774,2,Q9353697,TFTS,Q50804774,Europol Platform for Experts,2,0,0,1,True,model,2
row240,Q9353697|Q5264354,2,Q9353697,TFTS,Q5264354,design language,2,0,0,1,True,model,2
row241,Q9353697|Q13425103,2,Q9353697,TFTS,Q13425103,communication network,2,1,0,0,True,model,2
row242,Q9353697|Q26836373,2,Q9353697,TFTS,Q26836373,Europol Information System,2,0,0,1,True,model,2
row243,Q9353697|Q1139744,2,Q9353697,TFTS,Q1139744,emergency communication system,2,1,0,0,True,model,2
row244,Q9353697|Q1068715,2,Q9353697,TFTS,Q1068715,telecommunications network,2,1,0,0,True,model,2
row245,Q9353697|Q15907309,2,Q9353697,TFTS,Q15907309,Law Enforcement Online,2,0,0,1,True,model,2
row246,Q9353697|Q15057100,2,Q9353697,TFTS,Q15057100,broadband Internet access,3,1,0,0,False,bfs_auto_prune,
row247,Q9353697|Q75,2,Q9353697,TFTS,Q75,Internet,3,1,0,0,False,bfs_auto_prune,
row248,Q9353697|Q1120452,2,Q9353697,TFTS,Q1120452,communications-based train control,3,1,0,0,False,bfs_auto_prune,
row249,Q9353697|Q1301371,2,Q9353697,TFTS,Q1301371,computer network,3,1,0,0,False,bfs_auto_prune,
row250,Q9353697|Q141683,2,Q9353697,TFTS,Q141683,broadcast network,3,1,0,0,False,bfs_auto_prune,
row251,Q9353697|Q2354216,2,Q9353697,TFTS,Q2354216,telephone network,3,1,0,0,False,bfs_auto_prune,
row252,Q9353697|Q5570871,2,Q9353697,TFTS,Q5570871,global network,3,1,0,0,False,bfs_auto_prune,
row253,Q9353697|Q15360302,2,Q9353697,TFTS,Q15360302,mobile network,3,1,0,0,False,bfs_auto_prune,
row254,Q9353697|Q6055991,2,Q9353697,TFTS,Q6055991,Internet in the United States,4,0,0,1,False,bfs_auto_prune,
row255,Q9353697|Q1324289,2,Q9353697,TFTS,Q1324289,home network,4,0,0,1,False,bfs_auto_prune,
row256,Q9353697|Q206637,2,Q9353697,TFTS,Q206637,computer cluster,4,0,0,1,False,bfs_auto_prune,
row257,Q9353697|Q79984,2,Q9353697,TFTS,Q79984,Ethernet,4,0,0,1,False,bfs_auto_prune,
row258,Q212327|Q1043076,4,Q212327,Document Type Definition,Q1043076,XML schema,1,1,1,1,True,model,1
row259,Q176165|Q17155032,1,Q176165,database management system,Q17155032,software category,1,1,1,1,True,model,1
row260,Q176165|Q907342,1,Q176165,database management system,Q907342,compatibility layer,2,0,0,1,True,model,2
row261,Q176165|Q28168011,1,Q176165,database management system,Q28168011,X server,2,0,0,1,True,model,2
row262,Q176165|Q1074158,1,Q176165,database management system,Q1074158,educational software,2,0,0,1,True,model,2
row263,Q176165|Q487365,1,Q176165,database management system,Q487365,gateway,2,0,0,1,True,model,2
row264,Q176165|Q1727373,1,Q176165,database management system,Q1727373,lint,2,0,0,1,True,model,2
row265,Q176165|Q1756442,1,Q176165,database management system,Q1756442,LR parser,2,0,0,1,True,model,2
row266,Q176165|Q643876,1,Q176165,database management system,Q643876,Virtual printer,2,0,0,1,True,model,2
row267,Q176165|Q570871,1,Q176165,database management system,Q570871,email client,2,0,0,1,True,model,2
row268,Q176165|Q28057030,1,Q176165,database management system,Q28057030,ERP software,2,0,0,1,True,model,2
row269,Q176165|Q3077240,1,Q176165,database management system,Q3077240,forge,2,0,0,1,True,model,2
row270,Q176165|Q15079042,1,Q176165,database management system,Q15079042,spaced repetition software,2,0,0,1,True,model,2
row272,Q42378|Q6046311,4,Q42378,Universal Serial Bus,Q6046311,interface standard,1,1,1,1,True,model,1
row273,Q42378|Q385853,4,Q42378,Universal Serial Bus,Q385853,de facto standard,1,1,1,1,True,model,1
row274,Q42378|Q5655515,4,Q42378,Universal Serial Bus,Q5655515,drive interface,2,1,0,0,True,model,2
row275,Q42378|Q178048,4,Q42378,Universal Serial Bus,Q178048,bus,2,1,1,1,True,model,2
row276,Q42378|Q132364,4,Q42378,Universal Serial Bus,Q132364,communication protocol,2,1,1,1,True,model,2
row277,Q42378|Q4524036,4,Q42378,Universal Serial Bus,Q4524036,expansion bus,3,1,1,1,True,model,3
row278,Q42378|Q230360,4,Q42378,Universal Serial Bus,Q230360,Parallel ATA,3,1,0,0,False,bfs_auto_prune,
row279,Q42378|Q7168699,4,Q42378,Universal Serial Bus,Q7168699,peripheral bus,3,1,1,1,True,model,3
row280,Q42378|Q911682,4,Q42378,Universal Serial Bus,Q911682,address bus,3,1,1,1,True,model,3
row281,Q42378|Q21078287,4,Q42378,Universal Serial Bus,Q21078287,serial bus,3,1,1,1,True,model,3
row282,Q42378|Q5514543,4,Q42378,Universal Serial Bus,Q5514543,GSC bus,3,1,1,1,True,model,3
row283,Q42378|Q48739515,4,Q42378,Universal Serial Bus,Q48739515,U.2,3,0,1,0,True,model,3
row284,Q42378|Q21078294,4,Q42378,Universal Serial Bus,Q21078294,parallel bus,3,1,1,1,True,model,3
row285,Q42378|Q742323,4,Q42378,Universal Serial Bus,Q742323,back-side bus,3,1,1,1,True,model,3
row286,Q42378|Q2928673,4,Q42378,Universal Serial Bus,Q2928673,data bus,3,1,1,1,True,model,3
row288,Q42378|Q4038774,4,Q42378,Universal Serial Bus,Q4038774,Fireplane,3,0,1,0,True,model,3
row289,Q42378|Q1867168,4,Q42378,Universal Serial Bus,Q1867168,Local Interconnect Network,4,0,1,0,True,model,4
row290,Q20514253|Q151885,2,Q20514253,blockchain,Q151885,concept,1,1,1,1,True,model,1
