row_id,legacy_row_id,seed_qid,seed_label,qid,label,target,csv_depth,bfs_depth,parent_qid,parent_label,reaching_property,reaching_property_label,path
row3020,Q1017587|Q4830453,Q1017587,Business Objects,Q4830453,business,1,1,1,Q1017587,Business Objects,P31,instance of,Business Objects --instance of--> business
row2184,Q1054787|Q1318768,Q1054787,Nippon Telegraph and Telephone,Q1318768,snack bar,0,2,2,Q4830453,business,(-)P279,has subclass,Nippon Telegraph and Telephone --instance of--> business --has subclass--> snack bar
row2185,Q1054787|Q18388277,Q1054787,Nippon Telegraph and Telephone,Q18388277,technology company,1,2,2,Q6881511,enterprise,(-)P279,has subclass,Nippon Telegraph and Telephone --instance of--> enterprise --has subclass--> technology company
row2186,Q1054787|Q2865305,Q1054787,Nippon Telegraph and Telephone,Q2865305,trading company,0,2,2,Q4830453,business,(-)P279,has subclass,Nippon Telegraph and Telephone --instance of--> business --has subclass--> trading company
row2187,Q1054787|Q90316218,Q1054787,Nippon Telegraph and Telephone,Q90316218,motor manufacturer,0,2,2,Q4830453,business,(-)P279,has subclass,Nippon Telegraph and Telephone --instance of--> business --has subclass--> motor manufacturer
row2188,Q1054787|Q25112142,Q1054787,Nippon Telegraph and Telephone,Q25112142,dental service organization,0,2,2,Q4830453,business,(-)P279,has subclass,Nippon Telegraph and Telephone --instance of--> business --has subclass--> dental service organization
row2840,Q1057712|Q15836568,Q1057712,FTPS,Q15836568,computer network protocol,1,1,1,Q1057712,FTPS,P31,instance of,FTPS --instance of--> computer network protocol
row2844,Q1060131|Q4825885,Q1060131,Challenge-Handshake Authentication Protocol,Q4825885,authentication protocol,1,1,1,Q1060131,Challenge-Handshake Authentication Protocol,P31,instance of,Challenge-Handshake Authentication Protocol --instance of--> authentication protocol
row2845,Q1060131|Q7878662,Q1060131,Challenge-Handshake Authentication Protocol,Q7878662,multi-factor authentication,1,2,2,Q4825885,authentication protocol,(-)P279,has subclass,Challenge-Handshake Authentication Protocol --instance of--> authentication protocol --has subclass--> multi-factor authentication
row2846,Q1060131|Q17086335,Q1060131,Challenge-Handshake Authentication Protocol,Q17086335,two-factor authentication,1,3,3,Q7878662,multi-factor authentication,(-)P279,has subclass,Challenge-Handshake Authentication Protocol --instance of--> authentication protocol --has subclass--> multi-factor authentication --has subclass--> two-factor authentication
row39,Q1061166|Q166142,Q1061166,data mart,Q166142,application,1,1,1,Q1061166,data mart,P31,instance of,data mart --instance of--> application
row40,Q1061166|Q131212,Q1061166,data mart,Q131212,text editor,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> text editor
row41,Q1061166|Q860676,Q1061166,data mart,Q860676,image viewer,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> image viewer
row43,Q1061166|Q925622,Q1061166,data mart,Q925622,knowledge-based configuration,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> knowledge-based configuration
row44,Q1061166|Q30047053,Q1061166,data mart,Q30047053,web archive,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> web archive
row45,Q1061166|Q2115026,Q1061166,data mart,Q2115026,presentation program,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> presentation program
row46,Q1061166|Q5227393,Q1061166,data mart,Q5227393,database application,1,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> database application
row47,Q1061166|Q15618491,Q1061166,data mart,Q15618491,speech synthesis software‎,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> speech synthesis software‎
row48,Q1061166|Q453843,Q1061166,data mart,Q453843,ontology editor,0,2,2,Q166142,application,(-)P279,has subclass,data mart --instance of--> application --has subclass--> ontology editor
row1827,Q1071690|Q11488158,Q1071690,chief security officer,Q11488158,corporate title,1,1,1,Q1071690,chief security officer,P31,instance of,chief security officer --instance of--> corporate title
row1828,Q1071690|Q4376769,Q1071690,chief security officer,Q4376769,university president,0,2,2,Q11488158,corporate title,(-)P279,has subclass,chief security officer --instance of--> corporate title --has subclass--> university president
row1829,Q1071690|Q108392111,Q1071690,chief security officer,Q108392111,university head,0,2,2,Q11488158,corporate title,(-)P279,has subclass,chief security officer --instance of--> corporate title --has subclass--> university head
row2603,Q1071978|Q521458,Q1071978,Réseau Ferré de France,Q521458,railway infrastructure manager,1,1,1,Q1071978,Réseau Ferré de France,P31,instance of,Réseau Ferré de France --instance of--> railway infrastructure manager
row2604,Q1071978|Q3591583,Q1071978,Réseau Ferré de France,Q3591583,établissement public à caractère industriel et commercial,1,1,1,Q1071978,Réseau Ferré de France,P31,instance of,Réseau Ferré de France --instance of--> établissement public à caractère industriel et commercial
row2605,Q1071978|Q2946028,Q1071978,Réseau Ferré de France,Q2946028,Regional center of pedagogic documentation,0,2,2,Q3591583,établissement public à caractère industriel et commercial,(-)P279,has subclass,Réseau Ferré de France --instance of--> établissement public à caractère industriel et commercial --has subclass--> Regional center of pedagogic documentation
row1832,Q1073235|Q783794,Q1073235,China Communications Standards Association,Q783794,company,1,1,1,Q1073235,China Communications Standards Association,P31,instance of,China Communications Standards Association --instance of--> company
row1833,Q1073235|Q1328899,Q1073235,China Communications Standards Association,Q1328899,standards organization,1,1,1,Q1073235,China Communications Standards Association,P31,instance of,China Communications Standards Association --instance of--> Standards organization
row1834,Q1073235|Q4830453,Q1073235,China Communications Standards Association,Q4830453,business,1,1,1,Q1073235,China Communications Standards Association,P31,instance of,China Communications Standards Association --instance of--> business
row1836,Q1073235|Q51885731,Q1073235,China Communications Standards Association,Q51885731,European Standardization Organization,1,2,2,Q1328899,Standards organization,(-)P279,has subclass,China Communications Standards Association --instance of--> Standards organization --has subclass--> European Standardization Organization
row1837,Q1073235|Q2566474,Q1073235,China Communications Standards Association,Q2566474,sutler,0,2,2,Q4830453,business,(-)P279,has subclass,China Communications Standards Association --instance of--> business --has subclass--> sutler
row1838,Q1073235|Q16968466,Q1073235,China Communications Standards Association,Q16968466,regional health authority,0,2,2,Q4830453,business,(-)P279,has subclass,China Communications Standards Association --instance of--> business --has subclass--> regional health authority
row1839,Q1073235|Q7835148,Q1073235,China Communications Standards Association,Q7835148,transport standards organization,0,2,2,Q1328899,Standards organization,(-)P279,has subclass,China Communications Standards Association --instance of--> Standards organization --has subclass--> transport standards organization
row1840,Q1073235|Q220142,Q1073235,China Communications Standards Association,Q220142,pet store,0,2,2,Q4830453,business,(-)P279,has subclass,China Communications Standards Association --instance of--> business --has subclass--> pet store
row1841,Q1073235|Q56342478,Q1073235,China Communications Standards Association,Q56342478,tourism company,0,2,2,Q783794,company,(-)P279,has subclass,China Communications Standards Association --instance of--> company --has subclass--> tourism company
row1842,Q1073235|Q15277759,Q1073235,China Communications Standards Association,Q15277759,national standards organisation,1,2,2,Q1328899,Standards organization,(-)P279,has subclass,China Communications Standards Association --instance of--> Standards organization --has subclass--> national standards organisation
row1843,Q1073235|Q659206,Q1073235,China Communications Standards Association,Q659206,Technischer Überwachungsverein,1,2,2,Q1328899,Standards organization,(-)P279,has subclass,China Communications Standards Association --instance of--> Standards organization --has subclass--> Technischer Überwachungsverein
row1845,Q1073235|Q294801,Q1073235,China Communications Standards Association,Q294801,eco-control body,0,2,2,Q1328899,Standards organization,(-)P279,has subclass,China Communications Standards Association --instance of--> Standards organization --has subclass--> eco-control body
row1846,Q1073235|Q105547053,Q1073235,China Communications Standards Association,Q105547053,UK cable company,0,2,2,Q4830453,business,(-)P279,has subclass,China Communications Standards Association --instance of--> business --has subclass--> UK cable company
row1847,Q1073235|Q52162350,Q1073235,China Communications Standards Association,Q52162350,regional standards organisation,1,2,2,Q1328899,Standards organization,(-)P279,has subclass,China Communications Standards Association --instance of--> Standards organization --has subclass--> regional standards organisation
row3153,Q1077480|Q17155032,Q1077480,hypervisor,Q17155032,software category,1,1,1,Q1077480,hypervisor,P31,instance of,hypervisor --instance of--> software category
row3154,Q1077480|Q3077240,Q1077480,hypervisor,Q3077240,forge,0,2,2,Q17155032,software category,(-)P279,has subclass,hypervisor --instance of--> software category --has subclass--> forge
row3155,Q1077480|Q28168011,Q1077480,hypervisor,Q28168011,X server,0,2,2,Q17155032,software category,(-)P279,has subclass,hypervisor --instance of--> software category --has subclass--> X server
row3156,Q1077480|Q570871,Q1077480,hypervisor,Q570871,email client,0,2,2,Q17155032,software category,(-)P279,has subclass,hypervisor --instance of--> software category --has subclass--> email client
row3157,Q1077480|Q1074158,Q1077480,hypervisor,Q1074158,educational software,0,2,2,Q17155032,software category,(-)P279,has subclass,hypervisor --instance of--> software category --has subclass--> educational software
row3158,Q1077480|Q487365,Q1077480,hypervisor,Q487365,gateway,0,2,2,Q17155032,software category,(-)P279,has subclass,hypervisor --instance of--> software category --has subclass--> gateway
row3159,Q1077480|Q1727373,Q1077480,hypervisor,Q1727373,lint,0,2,2,Q17155032,software category,(-)P279,has subclass,hypervisor --instance of--> software category --has subclass--> lint
row4581,Q1082861|Q4972100,Q1082861,long wave,Q4972100,broadcast band,1,1,1,Q1082861,long wave,P31,instance of,long wave --instance of--> broadcast band
row921,Q1083894|Q15078788,Q1083894,digital terrestrial television,Q15078788,broadcasting,1,1,1,Q1083894,digital terrestrial television,P31,instance of,digital terrestrial television --instance of--> broadcasting
row922,Q1083894|Q26261757,Q1083894,digital terrestrial television,Q26261757,live broadcast,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> live broadcast
row923,Q1083894|Q209588,Q1083894,digital terrestrial television,Q209588,satellite television,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> satellite television
row924,Q1083894|Q26398,Q1083894,digital terrestrial television,Q26398,public broadcasting,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> public broadcasting
row925,Q1083894|Q4453957,Q1083894,digital terrestrial television,Q4453957,television broadcasting,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television broadcasting
row926,Q1083894|Q779239,Q1083894,digital terrestrial television,Q779239,international broadcasting,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> international broadcasting
row927,Q1083894|Q289,Q1083894,digital terrestrial television,Q289,television,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television
row928,Q1083894|Q1962634,Q1083894,digital terrestrial television,Q1962634,news broadcasting,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> news broadcasting
row929,Q1083894|Q21973903,Q1083894,digital terrestrial television,Q21973903,Broadcasting-satellite service,1,2,2,Q15078788,broadcasting,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> Broadcasting-satellite service
row930,Q1083894|Q175122,Q1083894,digital terrestrial television,Q175122,terrestrial television,1,3,3,Q289,television,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> terrestrial television
row931,Q1083894|Q849194,Q1083894,digital terrestrial television,Q849194,color television,1,3,3,Q289,television,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> color television
row932,Q1083894|Q258137,Q1083894,digital terrestrial television,Q258137,analog television,1,3,3,Q289,television,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> analog television
row933,Q1083894|Q5363932,Q1083894,digital terrestrial television,Q5363932,black and white television,1,3,3,Q289,television,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> black and white television
row934,Q1083894|Q55276680,Q1083894,digital terrestrial television,Q55276680,television in a country,1,3,3,Q289,television,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> television in a country
row935,Q1083894|Q2826075,Q1083894,digital terrestrial television,Q2826075,Mobile television,1,3,3,Q289,television,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> Mobile television
row936,Q1083894|Q5276186,Q1083894,digital terrestrial television,Q5276186,digital terrestrial television in the Philippines,1,4,4,Q55276680,television in a country,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> television in a country --has subclass--> digital terrestrial television in the Philippines
row937,Q1083894|Q7631967,Q1083894,digital terrestrial television,Q7631967,Subscription television in New Zealand,0,4,4,Q55276680,television in a country,(-)P279,has subclass,digital terrestrial television --instance of--> broadcasting --has subclass--> television --has subclass--> television in a country --has subclass--> Subscription television in New Zealand
row3540,Q1091139|Q431028,Q1091139,Enhanced Interior Gateway Routing Protocol,Q431028,interior gateway protocol,1,1,1,Q1091139,Enhanced Interior Gateway Routing Protocol,P31,instance of,Enhanced Interior Gateway Routing Protocol --instance of--> interior gateway protocol
row3541,Q1091139|Q1755411,Q1091139,Enhanced Interior Gateway Routing Protocol,Q1755411,link-state routing protocol,1,2,2,Q431028,interior gateway protocol,(-)P279,has subclass,Enhanced Interior Gateway Routing Protocol --instance of--> interior gateway protocol --has subclass--> link-state routing protocol
row3805,Q11103|Q15836568,Q11103,Internet Protocol version 4,Q15836568,computer network protocol,1,1,1,Q11103,Internet Protocol version 4,P31,instance of,Internet Protocol version 4 --instance of--> computer network protocol
row3806,Q11103|Q3331189,Q11103,Internet Protocol version 4,Q3331189,version  edition  or translation,1,1,1,Q11103,Internet Protocol version 4,P31,instance of,"Internet Protocol version 4 --instance of--> version, edition, or translation"
row3807,Q11103|Q8795,Q11103,Internet Protocol version 4,Q8795,Internet Protocol,1,2,2,Q15836568,computer network protocol,(-)P279,has subclass,Internet Protocol version 4 --instance of--> computer network protocol --has subclass--> Internet Protocol
