row_id,legacy_row_id,seed_qid,seed_label,qid,label,target,prediction,classification,confidence,depth,reaching_property,reaching_property_label
row107,Q1139866|Q958821,Q1139866,Dofus,Q958821,LucasArts adventure games,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row109,Q1139866|Q14411698,Q1139866,Dofus,Q14411698,romance game,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row110,Q1139866|Q78444225,Q1139866,Dofus,Q78444225,Star Trek video game,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row868,Q1146208|Q13582798,Q1146208,Institut National de Recherche en Informatique et en Automatique,Q13582798,Public Scientific and Technical Research Establishment,1,1,INCLUDE,0.98,1,P31,instance of
row263,Q1152227|Q28598684,Q1152227,pharmacogenomics,Q28598684,branch of biology,1,1,INCLUDE,0.95,1,P31,instance of
row264,Q1152227|Q222046,Q1152227,pharmacogenomics,Q222046,genomics,1,1,INCLUDE,0.95,1,P279,subclass of
row266,Q1152227|Q841450,Q1152227,pharmacogenomics,Q841450,toxicogenomics,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row267,Q1152227|Q1147112,Q1152227,pharmacogenomics,Q1147112,comparative genomics,1,1,INCLUDE,0.85,2,(-)P279,has subclass
row268,Q1152227|Q3381973,Q1152227,pharmacogenomics,Q3381973,phylogenomics,0,1,INCLUDE,0.8,2,(-)P279,has subclass
row269,Q1152227|Q104193250,Q1152227,pharmacogenomics,Q104193250,branch of ecology,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row270,Q1152227|Q17002728,Q1152227,pharmacogenomics,Q17002728,branch of botany,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row272,Q1152227|Q2091816,Q1152227,pharmacogenomics,Q2091816,computational genomics,1,1,INCLUDE,0.85,2,(-)P279,has subclass
row273,Q1152227|Q7322390,Q1152227,pharmacogenomics,Q7322390,ribonomics,1,1,INCLUDE,0.75,2,(-)P279,has subclass
row274,Q1152227|Q1068690,Q1152227,pharmacogenomics,Q1068690,functional genomics,1,1,INCLUDE,0.85,2,(-)P279,has subclass
row275,Q1152227|Q7170583,Q1152227,pharmacogenomics,Q7170583,personal genomics,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row276,Q1152227|Q903778,Q1152227,pharmacogenomics,Q903778,metagenomics,1,1,INCLUDE,0.8,2,(-)P279,has subclass
row277,Q1152227|Q104415895,Q1152227,pharmacogenomics,Q104415895,branch of paleontology,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row278,Q1152227|Q25303637,Q1152227,pharmacogenomics,Q25303637,neurogenomics,1,0,EXCLUDE,0.75,3,(-)P279,has subclass
row400,Q118398|Q5281480,Q118398,arXiv,Q5281480,disciplinary repository,1,1,INCLUDE,0.9,1,P31,instance of
row401,Q118398|Q35127,Q118398,arXiv,Q35127,website,1,1,INCLUDE,0.75,1,P31,instance of
row402,Q118398|Q7094076,Q118398,arXiv,Q7094076,online database,1,1,INCLUDE,0.85,1,P31,instance of
row403,Q118398|Q52990223,Q118398,arXiv,Q52990223,open science tool,1,1,INCLUDE,0.85,1,P31,instance of
row404,Q118398|Q45787211,Q118398,arXiv,Q45787211,preprint server,1,1,INCLUDE,0.95,1,P31,instance of
row405,Q118398|Q16002093,Q118398,arXiv,Q16002093,video aggregator,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row406,Q118398|Q1294318,Q118398,arXiv,Q1294318,online book,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row407,Q118398|Q21606686,Q118398,arXiv,Q21606686,scientific website,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row408,Q118398|Q213369,Q118398,arXiv,Q213369,webcomic,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row409,Q118398|Q6542714,Q118398,arXiv,Q6542714,library website,1,0,EXCLUDE,0.75,2,(-)P279,has subclass
row410,Q118398|Q33270324,Q118398,arXiv,Q33270324,genealogy website,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row411,Q118398|Q107316103,Q118398,arXiv,Q107316103,developer website,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row412,Q118398|Q1350108,Q118398,arXiv,Q1350108,fansite,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row413,Q118398|Q16001076,Q118398,arXiv,Q16001076,3D printing marketplace,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row81,Q1199743|Q2835765,Q1199743,gradient descent,Q2835765,optimization algorithm,1,1,INCLUDE,0.95,1,P31,instance of
row82,Q1199743|Q29410287,Q1199743,gradient descent,Q29410287,Adam optimizer,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row83,Q1199743|Q2321565,Q1199743,gradient descent,Q2321565,iterative numerical method,1,1,INCLUDE,0.95,1,P31,instance of
row84,Q1199743|Q7617819,Q1199743,gradient descent,Q7617819,stochastic gradient descent,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row85,Q1199743|Q56506809,Q1199743,gradient descent,Q56506809,implicit method,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row86,Q1199743|Q1476018,Q1199743,gradient descent,Q1476018,Quasi-Newton method,0,1,INCLUDE,0.95,2,(-)P279,has subclass
row87,Q1199743|Q14489129,Q1199743,gradient descent,Q14489129,evolutionary algorithm,0,1,INCLUDE,0.85,2,(-)P279,has subclass
row88,Q1199743|Q4380101,Q1199743,gradient descent,Q4380101,projection methods for solving system of linear equations,0,0,EXCLUDE,0.92,2,(-)P279,has subclass
row89,Q1199743|Q1790321,Q1199743,gradient descent,Q1790321,Krylov subspace methods,0,0,EXCLUDE,0.92,2,(-)P279,has subclass
row840,Q1200183|Q121359,Q1200183,Fiber to the home,Q121359,infrastructure,1,1,INCLUDE,0.9,1,P279,subclass of
row841,Q1200183|Q586034,Q1200183,Fiber to the home,Q586034,Fiber to the x,1,1,INCLUDE,0.95,1,P279,subclass of
row842,Q1200183|Q7257917,Q1200183,Fiber to the home,Q7257917,Public infrastructure,1,0,EXCLUDE,0.8,2,(-)P279,has subclass
row843,Q1200183|Q594593,Q1200183,Fiber to the home,Q594593,IT infrastructure,1,1,INCLUDE,0.85,2,(-)P279,has subclass
row844,Q1200183|Q1438053,Q1200183,Fiber to the home,Q1438053,research infrastructure,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row845,Q1200183|Q1817119,Q1200183,Fiber to the home,Q1817119,ICT infrastructure,0,1,INCLUDE,0.95,2,(-)P279,has subclass
row846,Q1200183|Q108792154,Q1200183,Fiber to the home,Q108792154,hydro-electric power scheme,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row847,Q1200183|Q3456887,Q1200183,Fiber to the home,Q3456887,logistic network,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row848,Q1200183|Q15411548,Q1200183,Fiber to the home,Q15411548,computing infrastructure,0,0,EXCLUDE,0.75,2,(-)P279,has subclass
row849,Q1200183|Q1144084,Q1200183,Fiber to the home,Q1144084,utility pole,0,0,EXCLUDE,0.7,2,(-)P279,has subclass
row850,Q1200183|Q10677200,Q1200183,Fiber to the home,Q10677200,municipal broadband,0,1,INCLUDE,0.9,2,(-)P279,has subclass
row343,Q12014035|Q2357239,Q12014035,hiking,Q2357239,sports tourism,1,0,EXCLUDE,0.7,1,P279,subclass of
row344,Q12014035|Q1914636,Q12014035,hiking,Q1914636,activity,1,1,INCLUDE,0.9,1,P31,instance of
row345,Q12014035|Q968907,Q12014035,hiking,Q968907,outdoor recreation,1,1,INCLUDE,0.95,1,P279,subclass of
row346,Q12014035|Q184872,Q12014035,hiking,Q184872,recreation,1,1,INCLUDE,0.95,1,P279,subclass of
row347,Q12014035|Q349,Q12014035,hiking,Q349,sport,1,1,INCLUDE,0.8,1,P279,subclass of
row348,Q12014035|Q6537379,Q12014035,hiking,Q6537379,walking,1,1,INCLUDE,0.95,1,P279,subclass of
row349,Q12014035|Q61788060,Q12014035,hiking,Q61788060,human activity,1,1,INCLUDE,0.95,1,P279,subclass of
row350,Q12014035|Q747883,Q12014035,hiking,Q747883,physical activity,1,1,INCLUDE,0.95,2,P279,subclass of
row500,Q12130|Q3502482,Q12130,Brittany,Q3502482,cultural region,1,1,INCLUDE,0.98,1,P31,instance of
row501,Q12130|Q36784,Q12130,Brittany,Q36784,region of France,1,1,INCLUDE,0.98,1,P31,instance of
row502,Q12130|Q42261736,Q12130,Brittany,Q42261736,cultural areas of indigenous North Americans,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row504,Q12130|Q28332,Q12130,Brittany,Q28332,overseas region,0,1,INCLUDE,0.75,2,(-)P279,has subclass
row505,Q12130|Q20719642,Q12130,Brittany,Q20719642,current region of France,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row48,Q121416|Q1936384,Q121416,discrete mathematics,Q1936384,area of mathematics,1,1,INCLUDE,0.95,1,P279,subclass of
row49,Q121416|Q92552,Q121416,discrete mathematics,Q92552,Galois theory,1,0,EXCLUDE,0.7,2,(-)P279,has subclass
row50,Q121416|Q621550,Q121416,discrete mathematics,Q621550,general topology,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row51,Q121416|Q3968,Q121416,discrete mathematics,Q3968,algebra,1,0,EXCLUDE,0.8,2,(-)P279,has subclass
row52,Q121416|Q21028313,Q121416,discrete mathematics,Q21028313,global analysis,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row53,Q121416|Q3532114,Q121416,discrete mathematics,Q3532114,combinatorial topology,1,0,EXCLUDE,0.75,2,(-)P279,has subclass
row54,Q121416|Q56313053,Q121416,discrete mathematics,Q56313053,Additive combinatorics,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row55,Q121416|Q1208658,Q121416,discrete mathematics,Q1208658,ring theory,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row56,Q121416|Q76592,Q121416,discrete mathematics,Q76592,combinatorics,1,1,INCLUDE,0.98,2,(-)P279,has subclass
row57,Q121416|Q212803,Q121416,discrete mathematics,Q212803,algebraic topology,1,0,EXCLUDE,0.85,2,(-)P279,has subclass
row58,Q121416|Q177409,Q121416,discrete mathematics,Q177409,projective geometry,1,0,EXCLUDE,0.9,2,(-)P279,has subclass
row59,Q121416|Q7825032,Q121416,discrete mathematics,Q7825032,topological dynamics,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row60,Q121416|Q2746792,Q121416,discrete mathematics,Q2746792,noncommutative geometry,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row61,Q121416|Q1317202,Q121416,discrete mathematics,Q1317202,Hodge theory,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row62,Q121416|Q61793851,Q121416,discrete mathematics,Q61793851,noncommutative algebra,1,0,EXCLUDE,0.65,2,(-)P279,has subclass
row63,Q121416|Q190549,Q121416,discrete mathematics,Q190549,functional analysis,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row705,Q1224715|Q193424,Q1224715,dblp computer science bibliography,Q193424,web service,1,1,INCLUDE,0.9,1,P31,instance of
row706,Q1224715|Q35127,Q1224715,dblp computer science bibliography,Q35127,website,1,1,INCLUDE,0.9,1,P31,instance of
row707,Q1224715|Q43229,Q1224715,dblp computer science bibliography,Q43229,organization,1,1,INCLUDE,0.7,1,P31,instance of
row708,Q1224715|Q1789476,Q1224715,dblp computer science bibliography,Q1789476,bibliographic database,1,1,INCLUDE,0.95,1,P31,instance of
row709,Q1224715|Q19967801,Q1224715,dblp computer science bibliography,Q19967801,online service,1,1,INCLUDE,0.9,2,P279,subclass of
row710,Q1224715|Q27881073,Q1224715,dblp computer science bibliography,Q27881073,fake news website,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row711,Q1224715|Q1482252,Q1224715,dblp computer science bibliography,Q1482252,Semantic Web Service,0,1,INCLUDE,0.7,2,(-)P279,has subclass
row712,Q1224715|Q25380332,Q1224715,dblp computer science bibliography,Q25380332,Kiev Archaeographic Commission,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row713,Q1224715|Q1149226,Q1224715,dblp computer science bibliography,Q1149226,web chat,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row714,Q1224715|Q20653619,Q1224715,dblp computer science bibliography,Q20653619,Zone to Defend,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row716,Q1224715|Q16519632,Q1224715,dblp computer science bibliography,Q16519632,scientific organization,1,1,INCLUDE,0.75,2,(-)P279,has subclass
row28,Q12725|Q55605484,Q12725,electricity,Q55605484,bioelectricity,1,1,INCLUDE,0.9,1,(-)P279,has subclass
row29,Q12725|Q11379,Q12725,electricity,Q11379,energy,1,1,INCLUDE,0.95,1,P279,subclass of
row30,Q12725|Q1293220,Q12725,electricity,Q1293220,physical phenomenon,1,1,INCLUDE,0.95,1,P31,instance of
row31,Q12725|Q1522115,Q12725,electricity,Q1522115,energy source,1,1,INCLUDE,0.95,1,P279,subclass of
row33,Q12725|Q351281,Q12725,electricity,Q351281,sound energy,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row34,Q12725|Q11271324,Q12725,electricity,Q11271324,energy transformation,1,0,EXCLUDE,0.9,2,(-)P279,has subclass
row35,Q12725|Q42213,Q12725,electricity,Q42213,work,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row36,Q12725|Q20058155,Q12725,electricity,Q20058155,solar island,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
row37,Q12725|Q396045,Q12725,electricity,Q396045,agricultural energy,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row38,Q12725|Q40189366,Q12725,electricity,Q40189366,interstellar radiation field,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row39,Q12725|Q360356,Q12725,electricity,Q360356,Hamiltonian function,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row571,Q1273376|Q844526,Q1273376,E.Leclerc,Q844526,Group purchasing organization,1,1,INCLUDE,0.95,1,P31,instance of
row572,Q1273376|Q6881511,Q1273376,E.Leclerc,Q6881511,enterprise,1,1,INCLUDE,0.95,1,P31,instance of
row573,Q1273376|Q43229,Q1273376,E.Leclerc,Q43229,organization,1,1,INCLUDE,0.95,1,P31,instance of
row574,Q1273376|Q4830453,Q1273376,E.Leclerc,Q4830453,business,1,1,INCLUDE,0.95,1,P31,instance of
row575,Q1273376|Q1936090,Q1273376,E.Leclerc,Q1936090,Parlements,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row577,Q1273376|Q562166,Q1273376,E.Leclerc,Q562166,housing cooperative,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row578,Q1273376|Q2111762,Q1273376,E.Leclerc,Q2111762,machine shop,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row579,Q1273376|Q786820,Q1273376,E.Leclerc,Q786820,automobile manufacturer,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row580,Q1273376|Q388570,Q1273376,E.Leclerc,Q388570,film laboratory,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row581,Q1273376|Q12309784,Q1273376,E.Leclerc,Q12309784,Elklub,0,1,INCLUDE,0.8,2,(-)P279,has subclass
row582,Q1273376|Q814610,Q1273376,E.Leclerc,Q814610,emergency service,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row583,Q1273376|Q6819536,Q1273376,E.Leclerc,Q6819536,merit shop,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row584,Q1273376|Q8772125,Q1273376,E.Leclerc,Q8772125,Editorial Anagrama,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row115,Q129337|Q13402959,Q129337,TGV,Q13402959,high-speed train,1,1,INCLUDE,0.95,1,P279,subclass of
row116,Q129337|Q16858238,Q129337,TGV,Q16858238,train category,1,1,INCLUDE,0.9,1,P31,instance of
row118,Q129337|Q167270,Q129337,TGV,Q167270,trademark,1,1,INCLUDE,0.85,1,P31,instance of
row119,Q129337|Q483373,Q129337,TGV,Q483373,electric multiple unit,1,1,INCLUDE,0.95,1,P279,subclass of
row120,Q129337|Q811704,Q129337,TGV,Q811704,rolling stock class,1,1,INCLUDE,0.9,1,P31,instance of
row121,Q129337|Q30754613,Q129337,TGV,Q30754613,TGV inOui,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row122,Q129337|Q1049958,Q129337,TGV,Q1049958,SNCF TGV POS,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row123,Q129337|Q432478,Q129337,TGV,Q432478,Automotrice à grande vitesse,1,1,INCLUDE,0.9,2,(-)P279,has subclass
row124,Q129337|Q928468,Q129337,TGV,Q928468,TGV Réseau,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row126,Q129337|Q2205965,Q129337,TGV,Q2205965,list of Belgian railway services,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row127,Q129337|Q15079663,Q129337,TGV,Q15079663,rapid transit railway line,1,1,INCLUDE,0.75,3,(-)P279,has subclass
row351,Q131476|Q18205998,Q131476,graph theory,Q18205998,circuit topology,1,1,INCLUDE,0.8,1,(-)P279,has subclass
row352,Q131476|Q4671286,Q131476,graph theory,Q4671286,academic major,1,1,INCLUDE,0.8,1,P31,instance of
row353,Q131476|Q4115842,Q131476,graph theory,Q4115842,topological graph theory,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row354,Q131476|Q3180727,Q131476,graph theory,Q3180727,spectral graph theory,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row355,Q131476|Q381009,Q131476,graph theory,Q381009,chemical graph theory,1,1,INCLUDE,0.85,1,(-)P279,has subclass
row356,Q131476|Q1503271,Q131476,graph theory,Q1503271,geometric graph theory,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row357,Q131476|Q17737,Q131476,graph theory,Q17737,theory,1,1,INCLUDE,0.9,1,P279,subclass of
row358,Q131476|Q1936384,Q131476,graph theory,Q1936384,area of mathematics,1,1,INCLUDE,0.95,1,P31,instance of
row359,Q131476|Q4417999,Q131476,graph theory,Q4417999,network analysis,1,1,INCLUDE,0.85,1,(-)P279,has subclass
row360,Q131476|Q11862829,Q131476,graph theory,Q11862829,academic discipline,1,1,INCLUDE,0.85,1,P31,instance of
row361,Q131476|Q5416712,Q131476,graph theory,Q5416712,Event chain methodology,0,0,EXCLUDE,0.85,2,(-)P279,has subclass
row362,Q131476|Q5004188,Q131476,graph theory,Q5004188,bypass,0,1,INCLUDE,0.7,2,(-)P279,has subclass
row363,Q131476|Q20026918,Q131476,graph theory,Q20026918,mathematical theory,1,1,INCLUDE,0.8,2,(-)P279,has subclass
row414,Q133215|Q16852719,Q133215,casino,Q16852719,casino hotel,1,1,INCLUDE,0.98,1,(-)P279,has subclass
row415,Q133215|Q7338100,Q133215,casino,Q7338100,Riverboat casino,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row416,Q133215|Q32350958,Q133215,casino,Q32350958,bingo hall,1,1,INCLUDE,0.9,1,(-)P279,has subclass
row417,Q133215|Q7279719,Q133215,casino,Q7279719,racino,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row418,Q133215|Q655686,Q133215,casino,Q655686,commercial building,1,1,INCLUDE,0.95,1,P279,subclass of
row419,Q133215|Q6664710,Q133215,casino,Q6664710,Locals casino,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row420,Q133215|Q770881,Q133215,casino,Q770881,online casino,1,1,INCLUDE,0.95,1,(-)P279,has subclass
row364,Q13646|Q2324835,Q13646,SNCF,Q2324835,national railway,1,1,INCLUDE,0.95,1,P31,instance of
row365,Q13646|Q249556,Q13646,SNCF,Q249556,railway company,1,1,INCLUDE,0.95,1,P31,instance of
row366,Q13646|Q23043008,Q13646,SNCF,Q23043008,Krasnoliman Directorate of Railway Transportation,1,0,EXCLUDE,0.95,2,(-)P279,has subclass
row561,Q1431486|Q6881511,Q1431486,Orange,Q6881511,enterprise,1,1,INCLUDE,0.95,1,P31,instance of
row562,Q1431486|Q1941618,Q1431486,Orange,Q1941618,mobile network operator,1,1,INCLUDE,1.0,1,P31,instance of
row563,Q1431486|Q431289,Q1431486,Orange,Q431289,brand,1,1,INCLUDE,0.95,1,P31,instance of
row564,Q1431486|Q4830453,Q1431486,Orange,Q4830453,business,1,1,INCLUDE,0.95,1,P31,instance of
row565,Q1431486|Q1266169,Q1431486,Orange,Q1266169,telephone company,1,1,INCLUDE,1.0,1,P31,instance of
row566,Q1431486|Q891723,Q1431486,Orange,Q891723,public company,1,1,INCLUDE,0.95,1,P31,instance of
row567,Q1431486|Q11371,Q1431486,Orange,Q11371,Internet service provider,1,1,INCLUDE,1.0,1,P31,instance of
row568,Q1431486|Q6887204,Q1431486,Orange,Q6887204,mobile phone operator,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row569,Q1431486|Q2585571,Q1431486,Orange,Q2585571,wireless Internet service provider,1,1,INCLUDE,0.95,2,(-)P279,has subclass
row932,Q1437394|Q185698,Q1437394,formal concept analysis,Q185698,methodology,1,1,INCLUDE,0.95,1,P31,instance of
row933,Q1437394|Q2670999,Q1437394,formal concept analysis,Q2670999,investment strategy,0,0,EXCLUDE,0.95,2,(-)P279,has subclass
row934,Q1437394|Q1193625,Q1437394,formal concept analysis,Q1193625,social science methodology,0,0,EXCLUDE,0.9,2,(-)P279,has subclass
