dataset,method_family,model,prompt_strategy,configuration_id,display_name,source_file,source_rows,aligned_rows,excluded_nonruntime_rows,fold_0_rows,fold_1_rows,fold_2_rows,fold_3_rows,fold_4_rows,weighted_precision,weighted_std_precision,weighted_recall,weighted_std_recall,weighted_f1,weighted_std_f1,weighted_accuracy,weighted_std_accuracy,pooled_total,pooled_unmatched,pooled_tp,pooled_fp,pooled_fn,pooled_tn,pooled_precision,pooled_recall,pooled_f1,pooled_accuracy
2,subkg_extractor,gpt-5.4-mini,few_shot_manual,subkg_gpt-5.4-mini_few_shot_manual,gpt-5.4-mini / few_shot_manual,meta-prompting/results/gpt-5.4-mini/dataset2/few_shot_manual/bfs_gated_predictions.csv,935,868,67,160,114,265,135,194,0.9488336634951743,0.028763793658420817,0.8103159106049638,0.048988496705552775,0.8730477970694676,0.030077002633572283,0.8421658986175116,0.057080550708630724,868,0,461,24,113,270,0.9505154639175257,0.8031358885017421,0.8706326723323891,0.8421658986175116
2,subkg_extractor,gpt-5.4-mini,zero_shot_meta,subkg_gpt-5.4-mini_zero_shot_meta,gpt-5.4-mini / zero_shot_meta,meta-prompting/results/gpt-5.4-mini/dataset2/zero_shot_meta/bfs_gated_predictions.csv,935,868,67,160,114,265,135,194,0.9514995871597596,0.018569469947902283,0.7099922435491913,0.05417654001891268,0.8117788688765467,0.034377463194401325,0.7811059907834101,0.07360490623624816,868,0,403,19,171,275,0.9549763033175356,0.7020905923344948,0.8092369477911647,0.7811059907834101
2,subkg_extractor,gpt-5.4-mini,few_shot_meta,subkg_gpt-5.4-mini_few_shot_meta,gpt-5.4-mini / few_shot_meta,meta-prompting/results/gpt-5.4-mini/dataset2/few_shot_meta/bfs_gated_predictions.csv,935,868,67,160,114,265,135,194,0.9428938013873462,0.023241374023194608,0.7617498607924346,0.046692070367073416,0.8413021538064601,0.022382138104002337,0.8087557603686636,0.05980595331166871,868,0,433,25,141,269,0.9454148471615721,0.7543554006968641,0.8391472868217055,0.8087557603686636
2,subkg_extractor,deepseek-v4-pro,zero_shot_manual,subkg_deepseek-v4-pro_zero_shot_manual,deepseek-v4-pro / zero_shot_manual,meta-prompting/results/deepseek-v4-pro/dataset2_zero_shot_manual_deepseek-v4-pro.csv,935,868,67,160,114,265,135,194,0.9464463788502889,0.035457752515327574,0.8504072238797932,0.03897200050175261,0.8948167079837652,0.02260815403408917,0.8721198156682027,0.03027495373270322,868,0,487,24,87,270,0.9530332681017613,0.8484320557491289,0.8976958525345622,0.8721198156682027
2,subkg_extractor,deepseek-v4-pro,few_shot_manual,subkg_deepseek-v4-pro_few_shot_manual,deepseek-v4-pro / few_shot_manual,meta-prompting/results/deepseek-v4-pro/dataset2_few_shot_manual_deepseek-v4-pro.csv,935,868,67,160,114,265,135,194,0.9498470726652483,0.018976350719062635,0.89122033731687,0.019537909900916178,0.9194550374982339,0.015502548707516836,0.8997695852534562,0.021268304997493197,868,0,512,25,62,269,0.9534450651769087,0.89198606271777,0.9216921692169215,0.8997695852534562
2,subkg_extractor,deepseek-v4-pro,zero_shot_meta,subkg_deepseek-v4-pro_zero_shot_meta,deepseek-v4-pro / zero_shot_meta,meta-prompting/results/deepseek-v4-pro/dataset2_zero_shot_meta_deepseek-v4-pro.csv,935,868,67,160,114,265,135,194,0.9546760517998422,0.03477218171620524,0.839805672265906,0.030244743540379357,0.8929835968293481,0.023133144532991062,0.8709677419354839,0.031267344170599565,868,0,482,20,92,274,0.9601593625498008,0.8397212543554007,0.895910780669145,0.8709677419354839
2,subkg_extractor,deepseek-v4-pro,few_shot_meta,subkg_deepseek-v4-pro_few_shot_meta,deepseek-v4-pro / few_shot_meta,meta-prompting/results/deepseek-v4-pro/dataset2_few_shot_meta_deepseek-v4-pro.csv,935,868,67,160,114,265,135,194,0.9575000269464716,0.03432049502066516,0.8662342768810756,0.027092407444327678,0.9090723569687992,0.02221420295926181,0.8882488479262672,0.033939036316002764,868,0,496,19,78,275,0.9631067961165048,0.8641114982578397,0.9109274563820018,0.8882488479262672
3,baseline,LSTM,,baseline_lstm,LSTM,reproduction/results/decisions/dataset3_lstm_tuned.csv,1384,1384,0,506,661,19,84,114,0.7845444395901766,0.06948722965532605,0.922987027214481,0.033362706061277475,0.8449532790966865,0.02621711436054984,0.8713872832369942,0.026216382536445152,1384,0,487,135,43,719,0.7829581993569131,0.9188679245283019,0.845486111111111,0.8713872832369942
3,baseline,Path Analogy,,baseline_path_analogy,Path Analogy,reproduction/results/decisions/dataset3_path_analogy_tuned.csv,1384,1384,0,506,661,19,84,114,0.620187794165411,0.16821617526078383,0.9230547356697955,0.08796196991548375,0.7200967661089357,0.10087393225552085,0.7203757225433526,0.11177615745200493,1384,0,481,338,49,516,0.5873015873015873,0.9075471698113208,0.7131208302446256,0.7203757225433526
3,subkg_extractor,gemini-3.5-flash,zero_shot_manual,subkg_gemini-3.5-flash_zero_shot_manual,gemini-3.5-flash / zero_shot_manual,meta-prompting/results/gemini-3.5-flash/dataset3/zero_shot_manual/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.7970336006621657,0.08771593750637215,0.8514064723821548,0.06096152888306362,0.8170291952345885,0.029200427339758514,0.8569364161849711,0.019517300653127213,1384,0,447,115,83,739,0.7953736654804271,0.8433962264150944,0.8186813186813188,0.8569364161849711
3,subkg_extractor,gemini-3.5-flash,few_shot_manual,subkg_gemini-3.5-flash_few_shot_manual,gemini-3.5-flash / few_shot_manual,meta-prompting/results/gemini-3.5-flash/dataset3/few_shot_manual/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.8490459143457698,0.03659736322972864,0.9109294978430378,0.04241483869172133,0.8773524896025507,0.01730032782975283,0.9046242774566474,0.00827114178685511,1384,0,482,84,48,770,0.8515901060070671,0.909433962264151,0.8795620437956204,0.9046242774566474
3,subkg_extractor,gemini-3.5-flash,zero_shot_meta,subkg_gemini-3.5-flash_zero_shot_meta,gemini-3.5-flash / zero_shot_meta,meta-prompting/results/gemini-3.5-flash/dataset3/zero_shot_meta/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.7934044269892113,0.08626682377153214,0.8713530484095028,0.0320995137871707,0.8274290454565636,0.046812189016280904,0.8648843930635838,0.027317551535356487,1384,0,462,119,68,735,0.7951807228915663,0.8716981132075472,0.8316831683168316,0.8648843930635838
3,subkg_extractor,gemini-3.5-flash,few_shot_meta,subkg_gemini-3.5-flash_few_shot_meta,gemini-3.5-flash / few_shot_meta,meta-prompting/results/gemini-3.5-flash/dataset3/few_shot_meta/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.8038163597294824,0.07839637555971786,0.9100405956907556,0.03981430277029148,0.850673927372055,0.04375313466255112,0.8829479768786127,0.02209818271032232,1384,0,483,115,47,739,0.8076923076923077,0.9113207547169812,0.8563829787234043,0.8829479768786127
3,subkg_extractor,gpt-5.4-mini,zero_shot_manual,subkg_gpt-5.4-mini_zero_shot_manual,gpt-5.4-mini / zero_shot_manual,meta-prompting/results/gpt-5.4-mini/dataset3/zero_shot_manual/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.7005033347366781,0.125278461142236,0.7609735619557796,0.0680563784042805,0.7243667755210272,0.08617338929177332,0.786849710982659,0.048898753528023337,1384,0,408,173,122,681,0.7022375215146299,0.769811320754717,0.7344734473447345,0.786849710982659
3,subkg_extractor,gpt-5.4-mini,few_shot_manual,subkg_gpt-5.4-mini_few_shot_manual,gpt-5.4-mini / few_shot_manual,meta-prompting/results/gpt-5.4-mini/dataset3/few_shot_manual/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.7410985211917995,0.09577923554328134,0.6898270911803007,0.10955480676096631,0.7114657100300323,0.09234191377145264,0.7991329479768786,0.03302820146027433,1384,0,375,123,155,731,0.7530120481927711,0.7075471698113207,0.7295719844357976,0.7991329479768786
3,subkg_extractor,gpt-5.4-mini,zero_shot_meta,subkg_gpt-5.4-mini_zero_shot_meta,gpt-5.4-mini / zero_shot_meta,meta-prompting/results/gpt-5.4-mini/dataset3/zero_shot_meta/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.6625592510408372,0.12171962991213593,0.5768089935782648,0.05984432762280662,0.608532034661021,0.054083060201296655,0.7210982658959537,0.03366212676125636,1384,0,304,160,226,694,0.6551724137931034,0.5735849056603773,0.6116700201207242,0.7210982658959537
3,subkg_extractor,gpt-5.4-mini,few_shot_meta,subkg_gpt-5.4-mini_few_shot_meta,gpt-5.4-mini / few_shot_meta,meta-prompting/results/gpt-5.4-mini/dataset3/few_shot_meta/bfs_gated_predictions.csv,2014,1384,630,506,661,19,84,114,0.7268024462441732,0.07800468647878943,0.611978217050503,0.08593256246912803,0.6637229977779876,0.0816661435927013,0.773121387283237,0.02061540025707266,1384,0,331,115,199,739,0.742152466367713,0.6245283018867924,0.6782786885245902,0.773121387283237
3,subkg_extractor,deepseek-v4-pro,zero_shot_manual,subkg_deepseek-v4-pro_zero_shot_manual,deepseek-v4-pro / zero_shot_manual,meta-prompting/results/deepseek-v4-pro/dataset3_zero_shot_manual_deepseek-v4-pro.csv,2014,1384,630,506,661,19,84,114,0.8208673960401914,0.07608764206654074,0.7859881970559447,0.049103038491702417,0.7991391040201741,0.029659273130415185,0.8504335260115607,0.02653496601409203,1384,0,413,90,117,764,0.8210735586481114,0.779245283018868,0.7996127783155857,0.8504335260115607
3,subkg_extractor,deepseek-v4-pro,few_shot_manual,subkg_deepseek-v4-pro_few_shot_manual,deepseek-v4-pro / few_shot_manual,meta-prompting/results/deepseek-v4-pro/dataset3_few_shot_manual_deepseek-v4-pro.csv,2014,1384,630,506,661,19,84,114,0.851908474641369,0.03685390498056715,0.7992790706955396,0.0888664072727069,0.8209293196031826,0.04443074898977369,0.865606936416185,0.047105142721851914,1384,0,416,72,114,782,0.8524590163934426,0.7849056603773585,0.8172888015717094,0.865606936416185
3,subkg_extractor,deepseek-v4-pro,zero_shot_meta,subkg_deepseek-v4-pro_zero_shot_meta,deepseek-v4-pro / zero_shot_meta,meta-prompting/results/deepseek-v4-pro/dataset3_zero_shot_meta_deepseek-v4-pro.csv,2014,1384,630,506,661,19,84,114,0.7403570435361609,0.08405963446067483,0.8874782972934075,0.05919623918918539,0.8017023723133221,0.03843651659221965,0.8367052023121387,0.01905969908860482,1384,0,469,165,61,689,0.7397476340694006,0.8849056603773585,0.8058419243986255,0.8367052023121387
3,subkg_extractor,deepseek-v4-pro,few_shot_meta,subkg_deepseek-v4-pro_few_shot_meta,deepseek-v4-pro / few_shot_meta,meta-prompting/results/deepseek-v4-pro/dataset3_few_shot_meta_deepseek-v4-pro.csv,2014,1384,630,506,661,19,84,114,0.7701473145690195,0.060637694849926344,0.9043791003362226,0.04416282353191704,0.8290562754571235,0.027531481385150408,0.8598265895953757,0.018983895504726067,1384,0,478,142,52,712,0.7709677419354839,0.9018867924528302,0.831304347826087,0.8598265895953757
